1.392476761,1.542281869,1.686176978,1.824166082,1.955848909,2.080237617,2.195363208,2.297702948,2.381550189,2.438527724,2.457909099,2.429527715,2.350167801,2.227521074,2.075743333,1.908769403,1.737401276,1.569241656,1.409583975,1.262557467,1.132488351,1.025418739,0.948804617,0.900882888,0.843340301,0.746355046,0.606960608,0.439262186,0.258800021,0.075388654
1.321518323,1.464563255,1.602335892,1.73503634,1.862635869,1.984799252,2.100389298,2.206639802,2.298221693,2.366147009,2.396498959,2.371905877,2.284342684,2.14743048,1.983325931,1.809457568,1.637107074,1.473148589,1.321729617,1.185712182,1.068285162,0.975917355,0.924216682,0.915013374,0.88598875,0.788785573,0.632371434,0.448302623,0.259784374,0.077134496
1.23506516,1.369534638,1.498991002,1.623565886,1.743413128,1.858970487,1.970269994,2.07564541,2.170666999,2.247112382,2.290341205,2.273056626,2.173225358,2.020163746,1.847086045,1.672453187,1.506428781,1.354470538,1.219396341,1.102890778,1.006949183,0.936109616,0.905696154,0.944936868,0.942280945,0.824232504,0.634888098,0.43080107,0.237881671,0.062724532
1.136131663,1.260448184,1.379722946,1.493436043,1.601345279,1.704820439,1.805572567,1.903009349,1.993063933,2.068123682,2.115527722,2.107754946,1.99214292,1.83117464,1.659874498,1.494897424,1.344863287,1.213829419,1.103512951,1.014924023,0.949932672,0.913852715,0.920107032,0.967377783,0.974596739,0.811778365,0.589931934,0.375750467,0.191209362,0.036614603
1.028595561,1.14160536,1.249770888,1.350812719,1.442473129,1.527630964,1.611153989,1.693178063,1.768240038,1.827014419,1.855043085,1.826741938,1.72307619,1.576686704,1.422860679,1.27987081,1.155925513,1.054045565,0.975028025,0.919161183,0.887298611,0.881264571,0.900069603,0.921633354,0.879833978,0.716419164,0.489065606,0.28334856,0.130068008,0.014967777
0.917286617,1.018086978,1.115771626,1.204879821,1.276084889,1.335975687,1.396961928,1.458701168,1.512040052,1.545572954,1.545775081,1.498529485,1.401926176,1.276960638,1.150461525,1.038975874,0.948971832,0.881913902,0.837512766,0.81491689,0.812654481,0.826859463,0.845976998,0.842015023,0.771053521,0.607632739,0.388136745,0.188881159,0.103762187,0.03091372
0.808554432,0.895856505,0.984257013,1.068116886,1.114145953,1.14094323,1.178261474,1.219106289,1.24884009,1.256407082,1.231792083,1.168705228,1.0726962,0.964547569,0.867354351,0.791996331,0.739646491,0.709175738,0.699153928,0.707631933,0.731278156,0.762975643,0.787715093,0.779914325,0.709901397,0.560537819,0.373848422,0.258282018,0.186953434,0.112045265
0.710826662,0.785915194,0.860753059,0.950016975,0.967152491,0.959828496,0.978125622,0.997168842,1.00310092,0.988097938,0.945266642,0.8706653,0.771215764,0.67310518,0.604244175,0.565382791,0.54882166,0.551822318,0.572321494,0.607552107,0.653867347,0.704618471,0.746458982,0.756988833,0.710312373,0.597606897,0.43161571,0.417973995,0.34166479,0.241499686
0.630273539,0.701331466,0.76929254,0.827260374,0.840759772,0.82781415,0.818996369,0.8102438,0.792067566,0.759901997,0.709536158,0.635699304,0.53664086,0.440676571,0.400562614,0.390930027,0.399498433,0.427705854,0.471558879,0.526527854,0.590056505,0.659475838,0.727628194,0.777830094,0.779123909,0.695641637,0.632161905,0.581434147,0.497708594,0.381297624
0.565034878,0.634873322,0.693780914,0.733815088,0.743118725,0.726719121,0.698160741,0.662755704,0.622039831,0.578646797,0.533810987,0.485044793,0.42307591,0.335281491,0.31403038,0.296064427,0.309806589,0.353629426,0.411916795,0.476335691,0.546655761,0.626742327,0.71938477,0.819512542,0.911735326,0.965182185,0.866692006,0.75703485,0.640999284,0.509046498
0.510348231,0.580441542,0.635379274,0.669345989,0.676024355,0.654957347,0.611262133,0.552805765,0.491122068,0.439570004,0.406545611,0.395383518,0.413238819,0.446051359,0.338152439,0.272137333,0.288671175,0.345714942,0.40860019,0.468820781,0.530242439,0.603581523,0.702459788,0.829709227,0.960677315,1.033042342,0.98626901,0.878774926,0.752062518,0.611842141
0.462382971,0.535250045,0.591803574,0.627416457,0.636401217,0.614107935,0.559373525,0.479704921,0.395857892,0.335604524,0.312074041,0.316549499,0.345454546,0.373625979,0.342276547,0.307145119,0.358732655,0.423066922,0.475097372,0.515166825,0.551146694,0.596786183,0.676024125,0.803559133,0.93590243,1.014084036,1.006673568,0.931628396,0.818480159,0.682625525
0.417484386,0.495255147,0.557352554,0.600095841,0.61782199,0.602240302,0.543976517,0.445773653,0.337360103,0.268299563,0.263340773,0.270651668,0.275922574,0.315495559,0.417808946,0.498745489,0.556039115,0.594875173,0.614303568,0.620647377,0.622562809,0.631820615,0.672189295,0.787731688,0.907083837,0.982472533,0.992982949,0.942912981,0.848405681,0.72343838
0.371849306,0.455329,0.524472282,0.5767927,0.607896825,0.608969721,0.560667548,0.451915149,0.328334671,0.254026651,0.296636224,0.324659554,0.344509762,0.415402651,0.680687958,0.819495107,0.84630149,0.834696529,0.808284371,0.776314781,0.746877996,0.731840983,0.75297423,0.824412381,0.908966053,0.966458701,0.977072453,0.938024768,0.85644873,0.741729716
0.322106796,0.410665741,0.485788548,0.545852826,0.58794485,0.606061192,0.581809759,0.475770319,0.373341339,0.341940251,0.401829675,0.491179211,0.604218515,0.810965467,1.11119628,1.179174039,1.148007115,1.088379326,1.021795821,0.957674377,0.903698339,0.86985538,0.867716088,0.898486875,0.942150961,0.972096006,0.970445689,0.930554234,0.853776065,0.74508204
0.266090012,0.358355119,0.437047223,0.500470676,0.545373419,0.564745608,0.542808154,0.475967864,0.42278519,0.447747823,0.560178134,0.713835667,0.896528319,1.127952936,1.346658616,1.418497334,1.381798203,1.305425119,1.218802622,1.135540108,1.064483746,1.013347297,0.987487311,0.984677732,0.992355304,0.993287806,0.973365841,0.924928332,0.846111472,0.738619075
